Item Type,Publication Year,Author,Title,Publication Title,Pages,Volume,First Author Last Name,First Author First Name
journalArticle,2016,"Aguiar, Ana Paula Dutra; Vieira, Ima Célia Guimarães; Assis, Talita Oliveira; Dalla-Nora, Eloi L; Toledo, Peter Mann; Oliveira Santos-Junior, Roberto Araújo; Batistella, Mateus; Coelho, Andrea Santos; Savaget, Elza Kawakami; Aragão, Luiz Eduardo Oliveira Cruz; Nobre, Carlos Afonso; Ometto, Jean Pierre H",Land use change emission scenarios: anticipating a forest transition process in the Brazilian Amazon,Global Change Biology,1821-1840,22,Aguiar,Ana Paula Dutra
journalArticle,2014,"Aguilar-Barajas, Esther; Sork, Victoria L; González-Zamora, Arturo; Rocha-Ramírez, Víctor; Arroyo-Rodríguez, Víctor; Oyama, Ken",Isolation and characterization of polymorphic microsatellite loci in <i>Spondias radlkoferi</i> (Anacardiaceae),Applications in Plant Sciences,1400079,2,Aguilar-Barajas,Esther
journalArticle,2014,"Aguilar-Trigueros, Carlos A; Powell, Jeff R; Anderson, Ian C; Antonovics, Janis; Rillig, Matthias C",Ecological understanding of root-infecting fungi using trait-based approaches,Trends in Plant Science,432-438,19,Aguilar-Trigueros,Carlos A
journalArticle,2008,"Aguilar, Ramiro; Quesada, Mauricio; Ashworth, Lorena; Herrerias-Diego, Yvonne; Lobo, Jorge",Genetic consequences of habitat fragmentation in plant populations: Susceptible signals in plant traits and methodological approaches,Molecular Ecology,5177-5188,17,Aguilar,Ramiro
journalArticle,2022,"Aguillon, Stepfanie M; Dodge, Tristram O; Preising, Gabriel A; Schumer, Molly",Introgression,Current Biology,R865-R868,32,Aguillon,Stepfanie M
journalArticle,2021,"Aguirre-Gutiérrez, Jesús; Rifai, Sami; Shenkin, Alexander; Oliveras, Imma; Bentley, Lisa Patrick; Svátek, Martin; Girardin, Cécile A J; Both, Sabine; Riutta, Terhi; Berenguer, Erika; Kissling, W Daniel; Bauman, David; Raab, Nicolas; Moore, Sam; Farfan-Rios, William; Figueiredo, Axa Emanuelle Simões; Reis, Simone Matias; Ndong, Josué Edzang; Ondo, Fidèle Evouna; N'ssi Bengone, Natacha; Mihindou, Vianet; Moraes de Seixas, Marina Maria; Adu-Bredu, Stephen; Abernethy, Katharine; Asner, Gregory P; Barlow, Jos; Burslem, David F R P; Coomes, David A; Cernusak, Lucas A; Dargie, Greta C; Enquist, Brian J; Ewers, Robert M; Ferreira, Joice; Jeffery, Kathryn J; Joly, Carlos A; Lewis, Simon L; Marimon-Junior, Ben Hur; Martin, Roberta E; Morandi, Paulo S; Phillips, Oliver L; Quesada, Carlos A; Salinas, Norma; Schwantes Marimon, Beatriz; Silman, Miles; Teh, Yit Arn; White, Lee J T; Malhi, Yadvinder",Pantropical modelling of canopy functional traits using Sentinel-2 remote sensing data,Remote Sensing of Environment,112122,252,Aguirre-Gutiérrez,Jesús
journalArticle,2011,"Agustí, Jordi; Lordkipanidze, David",How “African” was the early human dispersal out of Africa?,Quaternary Science Reviews,1338-1342,30,Agustí,Jordi
journalArticle,2003,"Agusti, N; Shayler, S P; Harwood, J D; Vaughan, I P; Sunderland, K D; Symondson, W O C",<i>Collembola</i> as alternative prey sustaining spiders in arable ecosystems: Prey detection within predators using molecular markers,Molecular Ecology,3467-3475,12,Agusti,N
journalArticle,2000,"Ah-King, M; Tullberg, B S",Phylogenetic analysis of twinning in Callitrichinae,American Journal of Primatology,135-146,51,Ah-King,M
journalArticle,2007,"Ah-King, Malin",Sexual selection revisited - Towards a gender-neutral theory and practice: A response to Vandermassen's 'Sexual selection: A tale of male bias and feminist denial',European Journal of Women's Studies,341-348,14,Ah-King,Malin
journalArticle,2014,"Ah-King, Malin; Barron, Andrew B; Herberstein, Marie E",Genital evolution: Why are females still understudied?,PLoS Biology,e1001851,12,Ah-King,Malin
journalArticle,2010,"Ah-King, Malin; Nylin, Sören",Sex in an evolutionary perspective: Just another reaction norm,Evolutionary Biology,234-246,37,Ah-King,Malin
journalArticle,2004,"Ahern, J; Karavanic, I; Paunovic, M; Jankovic, I; Smith, F","New discoveries and interpretations of hominid fossils and artifacts from Vindija Cave, Croatia",Journal of Human Evolution,27-67,46,Ahern,J
journalArticle,2009,"Ahlberg, Per; Trinajstic, Kate; Johanson, Zerina; Long, John",Pelvic claspers confirm chondrichthyan-like internal fertilization in arthrodires,Nature,888-889,460,Ahlberg,Per
journalArticle,2021,"Ahlquist, K D; Bañuelos, Mayra M; Funk, Alyssa; Lai, Jiaying; Rong, Stephen; Villanea, Fernando A; Witt, Kelsey E",Our tangled family tree: New genomic methods offer insight into the legacy of archaic admixture,Genome Biology and Evolution,evab115,13,Ahlquist,K D
journalArticle,2020,"Ahmad, Syed Farhan; Singchat, Worapong; Jehangir, Maryam; Suntronpong, Aorarat; Panthum, Thitipong; Malaivijitnond, Suchinda; Srikulnath, Kornsorn",Dark matter of primate genomes: Satellite DNA repeats and their evolutionary dynamics,Cells,2714,9,Ahmad,Syed Farhan
journalArticle,1989,"Ahmed-Ansari, A; Brodie, A; Fultz, Patricia; Anderson, Daniel; Sell, K; McClure, H",Flow microfluorometric analysis of peripheral blood mononuclear cells from nonhuman primates: Correlation of phenotype with immune function,American Journal of Primatology,107-131,17,Ahmed-Ansari,A
journalArticle,2019,"Ahmed, Mohammed; Back, Matthew Alan; Prior, Thomas; Karssen, Gerrit; Lawson, Rebecca; Adams, Ian; Sapp, Melanie",Metabarcoding of soil nematodes: the importance of taxonomic coverage and availability of reference sequences in choosing suitable marker(s),Metabarcoding and Metagenomics,e36408,3,Ahmed,Mohammed
journalArticle,1992,"Ahumada, J","Grooming behavior of spider monkeys (Ateles geoffroyi) on Barro Colorado Island, Panama",International Journal of Primatology,33-49,13,Ahumada,J
journalArticle,2011,"Ahumada, J A; Silva, C E F; Gajapersad, K; Hallam, C; Hurtado, J; Martin, E; McWilliam, A; Mugerwa, B; O'Brien, T; Rovero, F; Sheil, D; Spironello, W R; Winarni, N; Andelman, S J",Community structure and diversity of tropical forest mammals: Data from a global camera trap network,Philosophical Transactions of the Royal Society Series B: Biological Sciences,14069-14073,366,Ahumada,J A
journalArticle,2014,"Ai, Huashui; Yang, Bin; Li, Jing; Xie, Xianhua; Chen, Hao; Ren, Jun",Population history and genomic signatures for high-altitude adaptation in Tibetan pigs,BMC Genomics,834,15,Ai,Huashui
journalArticle,2003,"Aiello, A; Larson, E",Antibacterial cleaning and hygiene products as an emerging risk factor for antibiotic resistance in the community,The Lancet Infectious Diseases,501-506,3,Aiello,A
journalArticle,1996,"Aiello, L","Terrestiality, bipedalism, and the origin of language",Proceedings of the British Academy,269-289,88,Aiello,L
bookSection,1993,"Aiello, L",Chapter 8: The origin of the New World monkeys,The Africa-South America Connection,100-118,,Aiello,L
journalArticle,1993,"Aiello, L; Dunbar, R","Neocortex size, group size and the evolution of language",Current Anthropology,184-193,34,Aiello,L
bookSection,1996,"Aiello, Leslie C","Terrestriality, bipedalism, and the origin of language",Evolution of Social Behavior Patterns in Primates and Man,269-289,,Aiello,Leslie C
journalArticle,2002,"Aiello, Leslie; Wells, Jonathan",Energetics and the evolution of the genus Homo,Annual Review of Anthropology,323-338,31,Aiello,Leslie
journalArticle,2015,"Ainsworth, Claire",Sex redefined,Nature,288–291,518,Ainsworth,Claire
journalArticle,2011,"Ainsworth, Shaaron; Prain, Vaughan; Tytler, Russell",Science education. Drawing to learn in science,Science,1096-1097,333,Ainsworth,Shaaron
journalArticle,2007,"Aishwarya, Veenu; Grover, Atul; Sharma, Prakash C",EuMicroSatdb: A database for microsatellites in the sequenced genomes of eukaryotes,BMC Genomics,article 225,8,Aishwarya,Veenu
journalArticle,2001,"Aitman, T","Science, medicine, and the future - DNA microarrays in medical practice",British Medical Journal,611-615,323,Aitman,T
journalArticle,2016,"Aivelo, Tuomas; Laakkonen, Juha; Jernvall, Jukka",Population- and individual-level dynamics of the intestinal microbiota of a small primate,Applied and Environmental Microbiology,3537-3545,82,Aivelo,Tuomas
journalArticle,2008,"Aizen, Marcelo A; Ezcurra, Cecilia",Do leaf margins of the temperate forest flora of southern South America reflect a warmer past?,Global Ecology and Biogeography,164-174,17,Aizen,Marcelo A
journalArticle,1998,"Akane, A",Sex determination by PCR analysis of the X-Y amelogenin gene,Methods in Molecular Biology,245-249,98,Akane,A
journalArticle,1991,"Akane, A; Shiono, H; Matsubara, K; Nakahori, Y; Seki, S; Nagafuchi, S; Yamada, M; Nakagome, Y",Sex identification of forensic specimens by polymerase chain reaction (PCR): Two alternative methods,Forensic Science International,81-88,49,Akane,A
journalArticle,1992,"Akane, Atsushi; Seki, Satoko; Shiono, Hiroshi; Nakamura, Hiroaki; Hasegawa, Masanori; Kagawa, Masato; Matsubara, Kazuo; Nakahori, Yutaka; Nagafuchi, Shigeo; Nakagome, Yasuo",Sex determination of forensic samples by dual PCR amplification of an X-Y homologous gene,Forensic Science International,143-148,52,Akane,Atsushi
journalArticle,2015,"Akçay, Çağlar; Beecher, Michael D",Team of rivals in chipping sparrows? A comment on Goodwin & Podos,Biology Letters,20141043,11,Akçay,Çağlar
journalArticle,2015,"Akçay, Erol; Linksvayer, Timothy A; Van Cleve, Jeremy",Bridging social evolution theory and emerging empirical approaches to social behavior,Current Opinion in Behavioral Sciences,59-64,6,Akçay,Erol
journalArticle,2014,"Akers, K G; Martinez-Canabal, A; Restivo, L; Yiu, A P; De Cristofaro, A; Hsiang, H-L; Wheeler, A L; Guskjolen, A; Niibori, Y; Shoji, H; Ohira, K; Richards, B A; Miyakawa, T; Josselyn, S A; Frankland, P W",Hippocampal neurogenesis regulates forgetting during adulthood and infancy,Science,598-602,344,Akers,K G
journalArticle,2021,"Åkesson, Christine M; McMichael, Crystal N H; Raczka, Marco F; Huisman, Seringe N; Palmeira, Mona; Vogel, Johnny; Neill, David; Veizaj, Jason; Bush, Mark B",Long‐term ecological legacies in western Amazonia,Journal of Ecology,432-446,109,Åkesson,Christine M
journalArticle,2016,"Akey, Joshua M; Di Rienzo, Anna",Genetics of human origin: new horizons in human population genetics,Current Opinion in Genetics & Development,v-vi,41,Akey,Joshua M
journalArticle,2020,"Akey, Joshua; Tishkoff, Sarah",Editorial overview: Evolutionary genomics – from molecular mechanisms to phenotypes to populations,Current Opinion in Genetics & Development,iii-iv,62,Akey,Joshua
journalArticle,2004,"Ákos Szabó, C; Leland, Michelle; Sztonák, László; Restrepo, Santiago; Haines, Richard; Mahaney, Michael; Williams, Jeff",Scalp EEG for the diagnosis of epilepsy and photosensitivity in the baboon,American Journal of Primatology,95-106,62,Ákos Szabó,C
journalArticle,2011,"Akre, Karin L; Farris, Hamilton E; Lea, Amanda M; Page, Rachel A; Ryan, Michael J",Signal perception in frogs and bats and the evolution of mating signals,science,751–752,333,Akre,Karin L
journalArticle,1991,"Aksel, S; Yeoman, R; Hazelton, J; Williams, L; Abee, C",Effects of 17-hydroxyprogesterone caproate (17-OHPC) administration to pregnant squirrel monkeys (Saimiri boliviensis boliviensis),American Journal of Primatology,175-183,25,Aksel,S
journalArticle,2018,"Aktipis, Athena; Cronk, Lee; Alcock, Joe; Ayers, Jessica D; Baciu, Cristina; Balliet, Daniel; Boddy, Amy M; Curry, Oliver Scott; Krems, Jaimie Arona; Muñoz, Andrés; Sullivan, Daniel; Sznycer, Daniel; Wilkinson, Gerald S; Winfrey, Pamela",Understanding cooperation through fitness interdependence,Nature Human Behaviour,429-431,2,Aktipis,Athena
journalArticle,2010,"Aktipis, C Athena; Fernandez-Duque, Eduardo",Parental investment without kin recognition: Simple conditional rules for parent–offspring behavior,Behavioral Ecology and Sociobiology,1079-1091,65,Aktipis,C Athena
journalArticle,2001,"Al-Krenawi, A",Women from polygamous and monogamous marriages in an out-patient psychiatric clinic,Transcultural Psychiatry,187-199,38,Al-Krenawi,A
journalArticle,2008,"Al-Mana, D; Ceranic, B; Djahanbakhch, O; Luxon, LM",Hormones and the auditory system: A review of physiology and pathophysiology,Neuroscience,881-900,153,Al-Mana,D
journalArticle,2017,"Al-Nakeeb, Kosai; Petersen, Thomas Nordahl; Sicheritz-Pontén, Thomas",Norgal: extraction and de novo assembly of mitochondrial DNA from whole-genome sequencing data,BMC Bioinformatics,510,18,Al-Nakeeb,Kosai
journalArticle,2010,"Al-Shahrour, Fátima; Minguez, Pablo; Marquès-Bonet, Tomàs; Gazave, Elodie; Navarro, Arcadi; Dopazo, Joaquín",Selection upon genome architecture: Conservation of functional neighborhoods with changing genes,PLoS Computational Biology,e1000953,6,Al-Shahrour,Fátima
journalArticle,2003,"Al-Soud, W A","Assessment of PCR-DGGE for the identification of diverse Helicobacter species, and application to faecal samples from zoo animals to determine Helicobacter prevalence",Journal of Medical Microbiology,765-771,52,Al-Soud,W A
journalArticle,2000,"Alados, CL; Huffman, MA",Fractal long-range correlations in behavioural sequences of wild chimpanzees: a non-invasive analytical tool for the evaluation of health,Ethology,105-116,106,Alados,CL
conferencePaper,2015,"Alaliyat, Saleh; Yndestad, Harald",An agent-based model to simulate infectious disease dynamics in an aquaculture facility,2015 17th UKSim-AMSS International Conference on Modelling and Simulation (UKSim),131-136,,Alaliyat,Saleh
journalArticle,2017,"Alamgir, Mohammed; Campbell, Mason J; Sloan, Sean; Goosem, Miriam; Clements, Gopalasamy Reuben; Mahmoud, Mahmoud I; Laurance, William F","Economic, socio-political and environmental risks of road development in the tropics",Current Biology,R1130-R1140,27,Alamgir,Mohammed
journalArticle,2013,"Alba-Mejia, Lilian; Caillaud, Damien; Montenegro, Olga L; Sánchez-Palomino, Pedro; Crofoot, Margaret C",Spatiotemporal interactions among three neighboring groups of free-ranging white-footed tamarins (<I>Saguinus leucopus</i>) in Colombia,International Journal of Primatology,1281-1297,34,Alba-Mejia,Lilian
journalArticle,2015,"Alba, D M; Almecija, S; DeMiguel, D; Fortuny, J; de los Rios, M P; Pina, M; Robles, J M; Moya-Sola, S",Miocene small-bodied ape from Eurasia sheds light on hominoid evolution,Science,aab2625-aab2625,350,Alba,D M
journalArticle,2016,"Albanese, John; Osley, Stephanie E; Tuck, Andrew",Do group-specific equations provide the best estimates of stature?,Forensic Science International,154-158,261,Albanese,John
journalArticle,2012,"Albanese, John; Osley, Stephanie E; Tuck, Andrew",Do century-specific equations provide better estimates of stature? A test of the 19–20th century boundary for the stature estimation feature in Fordisc 3.0,Forensic Science International,286.e1-286.e3,219,Albanese,John
journalArticle,2015,"Albeke, S E; Nibbelink, N P; Ben-David, M","Modeling behavior by coastal river otter (<i>Lontra canadensis</i>) in response to prey availability in Prince William Sound, Alaska: A spatially-explicit individual-based approach",PLoS One,e0126208,10,Albeke,S E
journalArticle,2018,"Alberdi, Antton; Aizpurua, Ostaizka; Gilbert, M Thomas P; Bohmann, Kristine",Scrutinizing key steps for reliable metabarcoding of environmental samples,Methods in Ecology and Evolution,134-147,9,Alberdi,Antton
journalArticle,2001,"Albers, Paul C H; de Vries, Han",Elo-rating as a tool in the sequential estimation of dominance strengths,Animal Behaviour,489-495,61,Albers,Paul C H
journalArticle,2020,"Albert-Daviaud, Aurélie; Buerki, Sven; Onjalalaina, Guy E; Perillo, Sarah; Rabarijaona, Romer; Razafindratsima, Onja H; Sato, Hiroki; Valenta, Kim; Wright, Patricia C; Stuppy, Wolfgang",The ghost fruits of Madagascar: Identifying dysfunctional seed dispersal in Madagascar's endemic flora,Biological Conservation,108438,242,Albert-Daviaud,Aurélie
journalArticle,1993,"Albert, D J; Walsh, M L; Jonik, R H",Aggression in humans: What is its biological foundation?,Neuroscience and Biobehavioral Reviews,405-425,17,Albert,D J
journalArticle,2010,"Alberts, Susan C",Primatology: 'A faithful friend is the medicine of life',Current Biology,R632-R634,20,Alberts,Susan C
journalArticle,1999,"Alberts, Susan C",Paternal kin discrimination in wild baboons,Proceedings of the Royal Society Series B: Biological Sciences,1501-1506,266,Alberts,Susan C
journalArticle,1987,"Alberts, Susan C",Parental care in captive siamangs (Hylobates syndactylus),Zoo Biology,401-406,6,Alberts,Susan C
journalArticle,1994,"Alberts, Susan C",Vigilance in young baboons,Animal Behaviour,749-755,47,Alberts,Susan C
bookSection,2012,"Alberts, Susan C",Magnitude and sources of variation in male reproductive performance,The Evolution of Primate Societies,412-431,,Alberts,Susan C
journalArticle,2001,"Alberts, Susan C; Altmann, J","Immigration and hybridization patterns of yellow and anubis baboons in and around Amboseli, Kenya",American Journal of Primatology,139-154,53,Alberts,Susan C
